l2_error,loss_interior,loss,_step,_runtime,_timestamp,loss_boundary,step,time
1.5945381056580497,123.25134859863059,124.79941088089237,0,3.920480489730835,1743905263.7232895,1.5480622822617889,0,1.0203194618225098
1.5931454118034,123.0013410147379,124.59751485504302,1,3.953272581100464,1743905263.7560816,1.5961738403051082,1,1.3378400802612305
1.591783879814331,117.5507676378891,119.21816934071414,2,3.9812581539154053,1743905263.7840672,1.6674017028250456,2,1.362701654434204
1.5903286213962888,119.98170050777472,121.52674148439519,3,4.006145715713501,1743905263.8089547,1.5450409766204707,3,1.3873565196990967
1.5889432229098719,122.34566156235663,123.86307438666537,4,4.032482862472534,1743905263.8352919,1.517412824308744,4,1.4140651226043701
1.5875745522516076,120.96731017925894,122.46324900093663,5,4.057581901550293,1743905263.860391,1.4959388216776888,5,1.439075231552124
1.5863263656462325,125.39461669553195,126.92644303228778,6,4.08660888671875,1743905263.889418,1.5318263367558205,6,1.4643349647521973
1.584924187693903,121.7543387233376,123.33292719304643,7,4.111608266830444,1743905263.9144173,1.5785884697088342,7,1.4927825927734375
1.5836556747006032,119.86245712336721,121.3932396445509,8,4.136051893234253,1743905263.938861,1.5307825211836925,8,1.5170934200286865
1.582405797165709,115.62973648718165,117.14625564783474,9,4.162252187728882,1743905263.9650612,1.5165191606530932,9,1.542433261871338
1.5810795402228741,123.2070342995462,124.68724116146863,10,4.186966419219971,1743905263.9897754,1.4802068619224389,10,1.5682907104492188
1.5798175383078745,121.26607150261611,122.69169436551739,11,4.2104737758636475,1743905264.0132828,1.4256228629012766,11,1.592649221420288
1.5786104204911726,119.22477788892276,120.68527769768133,12,4.235659599304199,1743905264.0384686,1.4604998087585739,12,1.619016170501709
1.5774656089143557,122.17995315784724,123.62884532225641,13,4.258298397064209,1743905264.0611074,1.448892164409179,13,1.6414587497711182
1.5762236767879174,125.85802050508387,127.42529086888443,14,4.280965805053711,1743905264.0837748,1.5672703638005547,14,1.664318323135376
1.5749627892865237,124.75605412791055,126.27109362953342,15,4.303317546844482,1743905264.1061265,1.5150395016228815,15,1.6867051124572754
1.5736026748318521,123.4272178596801,124.88356437900114,16,4.325976371765137,1743905264.1287854,1.4563465193210412,16,1.7095420360565186
1.572261200612721,123.32167558048116,124.68890829516856,17,4.3487708568573,1743905264.1515799,1.3672327146873982,17,1.7319653034210205
1.5707980966921882,121.69557610828697,123.05562531647628,18,4.380136251449585,1743905264.1829453,1.3600492081893163,18,1.763383150100708
1.5694353425306202,122.92035150243987,124.22841011143892,19,4.402158737182617,1743905264.2049677,1.3080586089990542,19,1.7856764793395996
1.5680483708417723,119.54396842507911,120.99070494855086,20,4.4276628494262695,1743905264.2304718,1.446736523471739,20,1.8109261989593506
1.56660051692298,117.50545921461035,118.9769797146984,21,4.4501941204071045,1743905264.2530031,1.4715205000880427,21,1.8336634635925293
1.5650060587256391,121.36141207830039,122.83042067051504,22,4.473236799240112,1743905264.2760458,1.469008592214651,22,1.8566107749938965
1.5633177016199489,121.1524687909714,122.68888167064331,23,4.501911640167236,1743905264.3047206,1.5364128796719179,23,1.8859364986419678
1.5615867243376564,121.24032659665872,122.70739359181033,24,4.528988838195801,1743905264.3317978,1.4670669951516107,24,1.912735939025879
1.5597362724471078,121.73528828440342,123.16402607567092,25,4.553514003753662,1743905264.356323,1.4287377912674881,25,1.937229871749878
1.5578080897057316,125.36740889429215,126.79389567944094,26,4.577710390090942,1743905264.3805194,1.4264867851487752,26,1.961223840713501
1.555939707634701,124.904192512884,126.26134451570492,27,4.601970672607422,1743905264.4047797,1.3571520028209223,27,1.9853112697601318
1.554032955230658,121.71347143531425,123.1232542863476,28,4.626959800720215,1743905264.4297688,1.409782851033352,28,2.010474443435669
1.5519066051860684,121.3655207118791,122.82338048691581,29,4.6507909297943115,1743905264.4536,1.4578597750367075,29,2.034327268600464
1.549600695256658,120.59878853967743,122.17528066294645,30,4.679361820220947,1743905264.4821708,1.5764921232690132,30,2.062833786010742
1.547317028492192,118.01310280212284,119.37709194812467,31,4.702970504760742,1743905264.5057795,1.3639891460018239,31,2.0865252017974854
1.5450198206176156,117.44533729278746,118.75058617162215,32,4.727248430252075,1743905264.5300574,1.3052488788346823,32,2.111093759536743
1.5424453332069217,126.5816244759383,128.06772538600327,33,4.7532477378845215,1743905264.5560567,1.486100910064979,33,2.1367552280426025
1.5398410615671578,116.50293780465812,117.9040127077441,34,4.7762603759765625,1743905264.5790694,1.4010749030859797,34,2.1599814891815186
1.536914577798329,123.31284623656448,124.79040907807324,35,4.798869371414185,1743905264.6016784,1.477562841508762,35,2.18243408203125
1.5337614168361173,120.33138306982416,121.79286747102012,36,4.821289300918579,1743905264.6240983,1.4614844011959636,36,2.2047574520111084
1.530290001632629,121.16623141967342,122.58564911422228,37,4.845224142074585,1743905264.6480331,1.419417694548855,37,2.2288906574249268
1.5266354202365864,121.23833013506369,122.6106442328688,38,4.870188474655151,1743905264.6729975,1.3723140978050954,38,2.2536463737487793
1.5228959751193354,118.88086048401469,120.27005112819221,39,4.893612384796143,1743905264.6964214,1.389190644177513,39,2.2770981788635254
1.5185992727447604,123.57891759879867,124.84255948219008,40,4.917073726654053,1743905264.7198827,1.2636418833914203,40,2.3009650707244873
1.50892099824787,119.4332142104494,120.75454333942042,41,4.960278272628784,1743905264.7630873,1.321329128971019,42,2.3439853191375732
1.4824248896815042,128.05008144612256,129.3056799449051,42,5.045752048492432,1743905264.848561,1.255598498782552,46,2.4292047023773193
1.4399956718233895,120.30790278767584,121.56630229342402,43,5.124733924865723,1743905264.927543,1.258399505748166,50,2.508307933807373
1.3216671873205021,117.38395251711431,118.39301653154882,44,5.2244603633880615,1743905265.0272694,1.0090640144345084,55,2.607922315597534
0.9254574063767023,80.93964085199735,81.4314882728182,45,5.350287437438965,1743905265.1530964,0.4918474208208487,61,2.73382568359375
0.9291408142794143,96.00985031326668,97.1300529731551,46,5.467122316360474,1743905265.2699313,1.1202026598884272,67,2.8504185676574707
2.4365629704561034,68.73216468506007,69.43988800169113,47,5.584029674530029,1743905265.3868387,0.7077233166310669,73,2.967318534851074
2.0250288943089694,122.04238580963995,124.57203376907947,48,5.742180585861206,1743905265.5449896,2.5296479594395094,81,3.1252055168151855
1.6097188665359192,114.7968655465417,116.35952746086492,49,5.900458335876465,1743905265.7032673,1.5626619143232243,89,3.2842209339141846
3.8160638493161017,64.93838098351895,66.10259876552082,50,6.079897403717041,1743905265.8827064,1.1642177820018726,98,3.4630630016326904
1.8970347298906092,101.93404950323736,104.81850656996339,51,6.260310888290405,1743905266.06312,2.8844570667260223,107,3.643848419189453
1.5598611508581395,20.186076196302537,21.736821969924133,52,6.486154317855835,1743905266.2889633,1.5507457736215966,118,3.8695101737976074
1.3417037415251742,11.466322090679391,12.365382841511275,53,6.7261738777160645,1743905266.5289829,0.8990607508318846,130,4.109319448471069
1.2039089006369568,9.324786198954353,10.541121088499258,54,6.969321250915527,1743905266.7721303,1.2163348895449058,143,4.3526930809021
1.1151860883451556,7.448520941523157,8.62202387752845,55,7.2415430545806885,1743905267.044352,1.1735029360052944,157,4.624754428863525
1.3461588933844792,6.096288506708523,6.828583029597247,56,7.532555818557739,1743905267.3353648,0.7322945228887252,172,4.915902614593506
1.2764790995840798,5.151979789492424,5.724541203276518,57,7.881804704666138,1743905267.6846137,0.5725614137840935,190,5.265234470367432
1.2566079134696877,4.288307223932342,4.866474696666473,58,8.219554662704468,1743905268.0223637,0.5781674727341317,208,5.602630376815796
0.8741265406171624,6.135462302957429,7.45962295601347,59,8.642358303070068,1743905268.4451673,1.3241606530560404,229,6.0256853103637695
1.2199343747814717,3.872487505613445,4.4749218878553645,60,9.085782527923584,1743905268.8885915,0.6024343822419194,252,6.469127178192139
0.9466860541811478,4.084917080686071,5.081821379313804,61,9.559199094772339,1743905269.362008,0.9969042986277327,277,6.942370176315308
0.8943236046088961,3.4305314445419044,4.399089949881947,62,10.105712890625,1743905269.908522,0.9685585053400425,305,7.488957405090332
0.8510415042984125,3.868099901227806,4.780729678815693,63,10.688570261001587,1743905270.4913793,0.9126297775878873,335,8.071871757507324
0.8580808473338534,3.2355379606330774,4.009646622310386,64,11.34454894065857,1743905271.147358,0.7741086616773093,369,8.727684497833252
1.065602910431996,3.732451245285037,4.122948140382331,65,12.04314661026001,1743905271.8459556,0.3904968950972935,406,9.423588752746582
1.0363477830275705,3.2889421488551522,3.6231095952558743,66,12.827654123306274,1743905272.6304631,0.3341674464007222,446,10.211100101470947
0.89200184645686,4.322385480217282,4.915064262713317,67,13.688878536224365,1743905273.4916875,0.5926787824960352,491,11.072276592254639
0.8648780766992152,2.9670727076378975,3.2587157554615858,68,14.623351812362671,1743905274.4261608,0.29164304782368833,540,12.006745100021362
0.7239233716346899,2.113874031961022,2.356880134588828,69,15.657163143157959,1743905275.4599721,0.24300610262780617,594,13.040523529052734
0.3522212564923516,1.5226520975588234,1.8907784448508704,70,16.793003797531128,1743905276.5958128,0.368126347292047,653,14.175994157791138
0.6030619093117991,1.6487839535140112,1.686310557962419,71,17.986188411712646,1743905277.7889974,0.0375266044484077,718,15.369221687316895
0.615921273608402,3.275809568795075,3.5042727440472214,72,19.339675426483154,1743905279.1424844,0.2284631752521467,790,16.723010778427124
0.18835968582607826,1.7666128565039108,1.9315306165810366,73,20.789050102233887,1743905280.591859,0.16491776007712589,869,18.17215394973755
0.45143295713968834,1.8535445112128965,1.8851955965192024,74,22.383280038833618,1743905282.186089,0.03165108530630589,956,19.766374588012695
0.28826924825354994,0.8484850881259678,0.887703619711325,75,24.141295194625854,1743905283.9441042,0.039218531585357236,1052,21.524458169937134
0.24333325621846827,1.055424688887208,1.1305503064084526,76,26.068174123764038,1743905285.8709831,0.07512561752124444,1157,23.451486587524414
0.20306054083431924,0.47931834028161,0.49459556759422374,77,28.262141227722168,1743905288.0649502,0.0152772273126137,1272,25.645524263381958
0.16820165329103678,0.41163485214808193,0.4306109175289309,78,30.719749212265015,1743905290.5225582,0.018976065380848967,1400,28.102840662002563
0.19227144158467857,0.5357696073243373,0.570780716696451,79,33.32811450958252,1743905293.1309235,0.035011109372113665,1539,30.711759090423584
0.10444446415608616,0.16569067599149465,0.17487624332039903,80,36.22690153121948,1743905296.0297105,0.009185567328904394,1693,33.610451459884644
0.10790691875429861,0.16527872700826693,0.17485990680761557,81,39.361210107803345,1743905299.164019,0.009581179799348647,1863,36.744346380233765
0.11243317004519325,0.16030188146998872,0.1691260363597008,82,42.78495001792908,1743905302.587759,0.008824154889712086,2049,40.16835045814514
0.1267287613714958,0.2089184349716042,0.22032407100153317,83,46.679808139801025,1743905306.4826171,0.01140563602992896,2254,44.06339931488037
0.10644194851320736,0.08280754997243257,0.09167918827549729,84,50.84896230697632,1743905310.6517713,0.00887163830306472,2479,48.23219633102417
0.12910916530459973,0.13748339984797006,0.14919521127863028,85,55.42864274978638,1743905315.2314517,0.011711811430660222,2727,52.81209206581116
0.10571864785195172,0.11138953611230312,0.12195956713469816,86,60.463542461395264,1743905320.2663515,0.010570031022395033,3000,57.84667682647705
0.09850458972202633,0.05493793408050862,0.06307409647502199,87,66.03958749771118,1743905325.8423965,0.008136162394513364,3299,63.42330479621887
0.0802730456615793,0.03878565200021282,0.0445418403516239,88,72.17126226425171,1743905331.9740713,0.005756188351411085,3629,69.554363489151
0.12323116092236962,0.1271902135081263,0.138276283757896,89,78.87196183204651,1743905338.6747708,0.011086070249769701,3992,76.25511455535889
0.08636150530723613,0.07049545912075852,0.0779487144845175,90,86.21523022651672,1743905346.0180392,0.007453255363758974,4391,83.59843468666077
0.08293150170889411,0.0401966649874611,0.04771849092598901,91,94.35016298294067,1743905354.152972,0.0075218259385279075,4831,91.73336577415466
0.13665790956516385,0.22064795012943508,0.23420686131878865,92,103.27831149101257,1743905363.0811205,0.01355891118935358,5314,100.66165661811829
0.06816722112977572,0.024080489334436822,0.028993249454808065,93,113.07495999336243,1743905372.877769,0.004912760120371244,5845,110.45846128463745
0.07202010116537254,0.03512144857341184,0.04046116445586901,94,123.91023063659668,1743905383.7130396,0.0053397158824571725,6429,121.29370522499084
0.07891993025792973,0.03968997695704702,0.045181161568618254,95,135.7915642261505,1743905395.5943732,0.005491184611571237,7072,133.17471170425415
0.07682013863581492,0.05742740989897491,0.06258090930239978,96,148.83904671669006,1743905408.6418557,0.005153499403424864,7779,146.2225730419159
0.07906704909305438,0.07018736985197455,0.07561679547838376,97,163.20435428619385,1743905423.0071633,0.005429425626409224,8557,160.58736729621887
0.07371775609680337,0.059786637496787635,0.06397018624754232,98,178.9399847984314,1743905438.7427938,0.004183548750754687,9413,176.32312560081482
0.07955787393690349,0.035685046175572895,0.04115717957045319,99,196.30062294006348,1743905456.103432,0.005472133394880291,10354,193.68377494812012
0.07060931955312877,0.033589225393768934,0.037732217162300095,100,215.4309914112091,1743905475.2338004,0.004142991768531158,11389,212.81410956382751
0.05556299200315447,0.01890537067915484,0.02196927597123421,101,236.43458819389343,1743905496.2373972,0.0030639052920793707,12528,233.81810355186462
0.0706180032654222,0.06855248296569885,0.07197917414007235,102,259.6344413757324,1743905519.4372504,0.003426691174373504,13781,257.0177698135376
0.047748711314984385,0.018565202014527462,0.020817472748633777,103,285.09046483039856,1743905544.8932738,0.0022522707341063137,15159,282.47368478775024
0.04452701796716456,0.013967395442115962,0.016133555349880528,104,313.08196210861206,1743905572.884771,0.0021661599077645653,16675,310.46537685394287
0.04301422529887972,0.011785861604863427,0.013726681111323077,105,343.827796459198,1743905603.6306055,0.0019408195064596506,18342,341.21111536026
0.05039529262397045,0.01533589875645595,0.017733987162370242,106,377.85505390167236,1743905637.657863,0.002398088405914292,20177,375.2381401062012
0.04165188465192987,0.015033230213390723,0.016694041521937146,107,415.15780758857727,1743905674.9606166,0.0016608113085464225,22194,412.5411183834076
0.04524120424837971,0.033848103541445254,0.03562992762563792,108,456.25548243522644,1743905716.0582914,0.0017818240841926652,24414,453.63867378234863
0.029842546171007702,0.008806550791702445,0.009751375450207654,109,501.2798523902893,1743905761.0826614,0.0009448246585052089,26855,498.6629662513733
0.026212962225507425,0.006339927235087571,0.007092552454332185,110,550.817441701889,1743905810.6202507,0.0007526252192446139,29540,548.2006390094757
0.025063401798791265,0.007141670422932345,0.007851112705730204,111,605.2245965003967,1743905865.0274055,0.0007094422827978597,32494,602.6076459884644
0.027241325150509265,0.009153209543730478,0.00977534509769978,112,665.2287986278534,1743905925.0316076,0.0006221355539693021,35744,662.6120669841766
0.025293676070670366,0.013439160279481124,0.01395778496940322,113,731.5123302936554,1743905991.3151393,0.0005186246899220961,39318,728.8955414295197
0.03062503713012325,0.02096955741526329,0.021603971065260266,114,803.6647684574127,1743906063.4675775,0.0006344136499969776,43250,801.0480027198792
0.08088628213267378,0.0895519371000338,0.09266832364489529,115,883.3825175762177,1743906143.1853266,0.003116386544861491,47575,880.7655384540558
0.022645716434809993,0.005567492278038165,0.005927632785954307,116,972.2513225078583,1743906232.0541315,0.00036014050791614225,52332,969.6348016262054
0.013361414593341333,0.004168267074873386,0.004382281571543386,117,1069.9723434448242,1743906329.7751524,0.00021401449667000043,57566,1067.3558158874512
0.01830464641237654,0.006226190130014482,0.006405489873139462,118,1177.5180578231812,1743906437.3208668,0.00017929974312497972,63322,1174.9010643959045
0.011118330213106003,0.0023153807778931736,0.0024617524962877715,119,1295.8824996948242,1743906555.6853087,0.0001463717183945977,69654,1293.2656772136688
0.022225627280490604,0.004360906715321249,0.0045652608869190744,120,1425.6885969638824,1743906685.491406,0.00020435417159782548,76620,1423.0717918872833
0.0285328440532942,0.01754243920687139,0.017897366368828105,121,1568.6401302814484,1743906828.4429393,0.00035492716195671193,84281,1566.0229887962341
0.01858438871277673,0.002844640686307129,0.003106395830799387,122,1726.0501251220703,1743906985.8529341,0.0002617551444922577,92710,1723.433245897293
0.010829433133866771,0.0017395587047975673,0.001883673995658941,123,1899.2691559791565,1743907159.071965,0.00014411529086137364,101980,1896.652132987976
0.01278155999242386,0.0012292103256216751,0.0013343290265476792,124,2090.740122795105,1743907350.5429318,0.0001051187009260041,112178,2088.122969150543
0.011850114413813735,0.003602208780752824,0.003737173083256814,125,2299.5647921562195,1743907559.3676012,0.00013496430250399026,123396,2296.948053598404
0.0097526130572698,0.0007593415524724026,0.0008793391307559985,126,2529.658045530319,1743907789.4608545,0.00011999757828359588,135736,2527.041223526001
0.012331437031200203,0.0012724570621948758,0.0013709193302997582,127,2783.3166432380676,1743908043.1194522,9.84622681048823e-05,149309,2780.69970870018
0.011837395311025104,0.0016118413407215683,0.0017710260036160753,128,3062.381847381592,1743908322.1846564,0.00015918466289450693,164240,3059.7649364471436
0.009339331730007677,0.005741454276755528,0.005836826832699672,129,3369.05406999588,1743908628.856879,9.537255594414382e-05,180664,3366.437127351761
0.008285090825784826,0.0010228321940967977,0.0010932498350086249,130,3706.420640230179,1743908966.2234492,7.041764091182723e-05,198731,3703.8037531375885
0.007948305044184275,0.0002589973822114966,0.0003170990111979336,131,4076.6364312171936,1743909336.4392402,5.810162898643697e-05,218604,4074.0195636749268
0.006879000944590106,0.0003564481007635248,0.00041426336459925395,132,4482.114871025085,1743909741.91768,5.781526383572916e-05,240464,4479.497829437256
0.01144395114341439,0.0007490347378836311,0.0008343292063421872,133,4930.084950208664,1743910189.8877592,8.529446845855605e-05,264510,4927.4677748680115
0.006190568633380833,0.00019824345782607582,0.0002459541627401105,134,5420.746695756912,1743910680.5495048,4.7710704914034685e-05,290961,5418.1297171115875
0.007012188851101168,0.0001641116373568456,0.00021148146416501522,135,5963.040801763535,1743911222.8436108,4.7369826808169625e-05,320057,5960.423655509949
0.0056823572918549455,0.0003526610066643812,0.00039162684171896596,136,6563.796998262405,1743911823.5998073,3.8965835054584756e-05,352063,6561.18007349968
0.005938843801237966,0.00012316238204563323,0.00016220574317736566,137,7002.627485752106,1743912262.4302948,3.9043361131732434e-05,375420,7000.010574102402
