_step,l2_error,loss,step,_runtime,loss_boundary,_timestamp,loss_interior,time
0,1.00805730727453,0.5058536438260903,0,2.1308722496032715,0.5054216378402727,1744683792.7933211,0.00043200598581757537,1.377882719039917
1,1.0054142920548585,0.5515330529715237,1,2.1948354244232178,0.5511214458082588,1744683792.8572843,0.0004116071632647756,1.7796745300292969
2,1.003329004621588,0.5896310941504789,2,2.2575392723083496,0.5892335143494698,1744683792.9199882,0.00039757980100904486,1.842545986175537
3,1.0013795615447947,0.5610228499450713,3,2.3197968006134033,0.5606109195698616,1744683792.9822457,0.00041193037520971434,1.9048614501953125
4,0.9997059004649534,0.4543986974367126,4,2.373732328414917,0.4539821173915021,1744683793.0361812,0.00041658004521042714,1.9570865631103516
5,0.9981131662439637,0.5291998099484011,5,2.4255611896514893,0.5287733434703563,1744683793.08801,0.00042646647804476254,2.0108606815338135
6,0.9965859205241215,0.46381104073978363,6,2.4772346019744873,0.46343213072425415,1744683793.1396835,0.0003789100155294993,2.0625293254852295
7,0.9951879367100228,0.4840001024911812,7,2.52897310256958,0.4836051668940861,1744683793.191422,0.0003949355970950788,2.114204168319702
8,0.9938251121002994,0.4573801545665598,8,2.580321788787842,0.45699028761201105,1744683793.2427707,0.00038986695454872446,2.1656153202056885
9,0.9924831442758862,0.47061637904187326,9,2.6316452026367188,0.4702009204395563,1744683793.294094,0.00041545860231696654,2.2169504165649414
10,0.9912046495661134,0.6442721016925889,10,2.682891845703125,0.6438717940306803,1744683793.3453407,0.0004003076619086246,2.2681593894958496
11,0.9899761743975021,0.43368893507768597,11,2.7344253063201904,0.4332638336871283,1744683793.3968742,0.0004251013905576659,2.319688320159912
12,0.9887632213619544,0.44829121049085763,12,2.7857892513275146,0.44793845110880137,1744683793.4482381,0.0003527593820562361,2.3710720539093018
13,0.9875946946937132,0.4550689082217881,13,2.837245464324951,0.4546640967591263,1744683793.4996943,0.0004048114626617984,2.422530174255371
14,0.9864462086078342,0.46275010707911396,14,2.888526678085327,0.4623391571233222,1744683793.5509756,0.0004109499557917869,2.4738352298736572
15,0.9853723043123476,0.4479258774726697,15,2.9399328231811523,0.44754466126780246,1744683793.6023817,0.00038121620486722657,2.5252280235290527
16,0.9842502280683874,0.4505018045000609,16,2.9912407398223877,0.4501281251865706,1744683793.6536896,0.00037367931349032986,2.5765395164489746
17,0.9831477360517648,0.4804414117860225,17,3.042619228363037,0.480045710377099,1744683793.705068,0.0003957014089235312,2.6279258728027344
18,0.9820914986019131,0.5768593865179013,18,3.093921661376953,0.5764951500121478,1744683793.7563705,0.0003642365057534351,2.6792373657226562
19,0.9810517389088605,0.5468536838276034,19,3.1451501846313477,0.5464257083108205,1744683793.807599,0.00042797551678284566,2.73046875
20,0.9800244113015839,0.551060233288501,20,3.196406364440918,0.550672172919144,1744683793.8588552,0.0003880603693568478,2.7816789150238037
21,0.979015229736935,0.4993700942762053,21,3.2476587295532227,0.49898307660467006,1744683793.9101076,0.0003870176715352576,2.8329596519470215
22,0.9780330760829594,0.5134499396535688,22,3.299149751663208,0.5130642115026227,1744683793.9615986,0.00038572815094605015,2.8843274116516113
23,0.9770534032083613,0.5037995467950451,23,3.350874185562134,0.5034853897539471,1744683794.013323,0.0003141570410980865,2.936152935028076
24,0.9760916327117503,0.48185291180001394,24,3.4019174575805664,0.4814711715659961,1744683794.0643663,0.0003817402340178294,2.9872171878814697
25,0.9751066885326445,0.5096017380350549,25,3.452653646469116,0.5092322840516254,1744683794.1151025,0.0003694539834295423,3.0379533767700195
26,0.9741229483752286,0.5260328582933691,26,3.5039615631103516,0.5256890033265382,1744683794.1664104,0.0003438549668308166,3.089233160018921
27,0.9731441584225371,0.4764452004353605,27,3.5552713871002197,0.47606963343825115,1744683794.2177203,0.0003755669971093259,3.140545606613159
28,0.9721657155137992,0.4015858935867696,28,3.6066770553588867,0.4011900476718306,1744683794.269126,0.00039584591493901754,3.191970109939575
29,0.9711382009710601,0.4151043859633109,29,3.6579055786132812,0.41476665541813484,1744683794.3203545,0.00033773054517605155,3.243185520172119
30,0.970096783814878,0.465267264901165,30,3.7093594074249268,0.46489875866078906,1744683794.3718083,0.0003685062403759422,3.294590473175049
31,0.9690484276164237,0.4544829941234296,31,3.761493682861328,0.45412827509672776,1744683794.4239426,0.000354719026701817,3.3466174602508545
32,0.9680096851680043,0.4785542759583399,32,3.8134958744049072,0.4782176679075187,1744683794.4759448,0.0003366080508212098,3.3987553119659424
33,0.9669459625202221,0.58587127576328,33,3.8648691177368164,0.5854729572942075,1744683794.527318,0.00039831846907255927,3.4501616954803467
34,0.9658859082377099,0.4511091850230237,34,3.9187839031219482,0.4507445815833971,1744683794.5812328,0.0003646034396266333,3.503998041152954
35,0.9647824612705298,0.47488339712975447,35,3.970054864883423,0.47450105966765355,1744683794.6325037,0.000382337462100914,3.5553743839263916
36,0.9636502433803775,0.5983744153580318,36,4.021361589431763,0.5979854990494288,1744683794.6838105,0.0003889163086030895,3.606334686279297
37,0.9625134999635507,0.33941695774600394,37,4.07366418838501,0.3390465804405055,1744683794.736113,0.0003703773054984108,3.6587369441986084
38,0.9613343194546807,0.5343747265245624,38,4.125355958938599,0.534017084019128,1744683794.7878048,0.00035764250543451724,3.710500955581665
39,0.9601442249470482,0.44756235697855545,39,4.176989793777466,0.4472258164062717,1744683794.8394387,0.00033654057228377297,3.762279987335205
40,0.9589155244612754,0.46541854523732,40,4.228068828582764,0.46506213203424074,1744683794.8905177,0.0003564132030792714,3.813375234603882
41,0.9563766606009457,0.45644365726419284,42,4.3282856941223145,0.4561072571161941,1744683794.9907346,0.0003364001479987128,3.91359281539917
42,0.9508547203591254,0.4973462503034223,46,4.527571201324463,0.496956815428805,1744683795.19002,0.0003894348746172967,4.112841606140137
43,0.944670818026886,0.4093293631216886,50,4.726690769195557,0.40898379067597285,1744683795.3891397,0.0003455724457157306,4.311965465545654
44,0.9359619275363938,0.47433096365083827,55,4.975722789764404,0.47402830993807543,1744683795.6381717,0.0003026537127628215,4.56093168258667
45,0.9236647120435361,0.4806210743359103,61,5.273629665374756,0.48030527215684565,1744683795.9360785,0.00031580217906460956,4.858883619308472
46,0.9091535481337756,0.43598152246636435,67,5.573705196380615,0.4356618499230538,1744683796.236154,0.0003196725433105553,5.158608436584473
47,0.8923154980685383,0.3814124316183954,73,5.875060796737671,0.3810955824504167,1744683796.5375097,0.0003168491679786735,5.460177183151245
48,0.8660606125824057,0.41575560600666633,81,6.273615121841431,0.4154854700292384,1744683796.936064,0.0002701359774278987,5.858810186386108
49,0.8346823089488724,0.38959410058417704,89,6.671020269393921,0.3893152450618581,1744683797.3334692,0.0002788555223189551,6.256141901016235
50,0.7918238225237572,0.35665652753659044,98,7.117508411407471,0.35641919883028805,1744683797.7799573,0.00023732870630241096,6.702738285064697
51,0.7402027738131562,0.25444664731375694,107,7.562482118606567,0.2542394210512796,1744683798.224931,0.00020722626247732533,7.147660970687866
52,0.6640058466346349,0.20786208064183226,118,8.111104965209961,0.2077003585655475,1744683798.7735538,0.0001617220762847633,7.696257591247559
53,0.5630659992049928,0.19087371802543604,130,8.704979658126831,0.19074861353110398,1744683799.3674285,0.00012510449433205344,8.29017949104309
54,0.43486192791050293,0.10468170694570982,143,9.350162267684937,0.1045827678462042,1744683800.0126112,9.89390995056171e-05,8.935320854187012
55,0.2854184448939801,0.0481317775139436,157,10.04344630241394,0.04807584809865837,1744683800.7058952,5.592941528522465e-05,9.628602743148804
56,0.14129468963820804,0.012942226597056555,172,10.78645396232605,0.012922531520493311,1744683801.4489028,1.9695076563243084e-05,10.37160849571228
57,0.046978383060042685,0.0011499882251931395,190,11.678046226501465,0.0011354951999396471,1744683802.340495,1.4493025253492463e-05,11.26313829421997
58,0.0157017419640133,0.00014265079645128193,208,12.57312297821045,0.00012583699464119787,1744683803.2355719,1.6813801810084046e-05,12.15822434425354
59,0.004975459171294778,2.287708788710889e-05,229,13.617321729660034,1.4024863869277334e-05,1744683804.2797706,8.852224017831555e-06,13.202366590499878
60,0.002357081733793937,8.952162407935914e-06,252,14.759839296340942,4.493617000995514e-06,1744683805.4222882,4.458545406940399e-06,14.344940662384033
61,0.0019490558563500693,6.368389255753074e-06,277,16.004855632781982,2.7113000366515495e-06,1744683806.6673045,3.657089219101524e-06,15.5899817943573
62,0.001808897267349345,4.551930259691373e-06,305,17.394421100616455,1.981839977979612e-06,1744683808.05687,2.570090281711761e-06,16.979526042938232
63,0.0015767057985366679,2.466982509559965e-06,335,18.87905216217041,1.1436532451620786e-06,1744683809.541501,1.3233292643978863e-06,18.464107275009155
64,0.0014725982736143377,2.4349367844449792e-06,369,20.56239128112793,1.0233405299807074e-06,1744683811.2248402,1.4115962544642716e-06,20.147443294525146
65,0.0014245163072456977,3.3764244851833557e-06,406,22.397141933441162,2.4511778687616915e-06,1744683813.0595908,9.252466164216643e-07,21.98224663734436
66,0.001248065607224753,2.201192263603021e-06,446,24.375856161117554,1.3326097855891728e-06,1744683815.038305,8.685824780138481e-07,23.960975170135498
67,0.001207008110243392,1.7295183341648774e-06,491,26.60352849960327,1.134644750565116e-06,1744683817.2659774,5.948735835997614e-07,26.188629388809204
68,0.0010513683053531588,1.479727386033591e-06,540,29.036084175109863,8.847043557325675e-07,1744683819.698533,5.950230303010236e-07,28.6203396320343
69,0.0009814988542851508,1.2311275175056458e-06,594,31.721301555633545,8.953676663002149e-07,1744683822.3837504,3.3575985120543087e-07,31.306338787078857
70,0.0009000773238915042,7.377389743935087e-07,653,34.64579200744629,4.6660948693519485e-07,1744683825.308241,2.711294874583139e-07,34.230894327163696
71,0.0009151569576336423,7.299442071600155e-07,718,37.86942911148071,5.385930888857226e-07,1744683828.531878,1.913511182742929e-07,37.45455050468445
72,0.0008392803345492657,9.251786766654463e-07,790,41.44126772880554,6.422833793646377e-07,1744683832.1037166,2.828952973008087e-07,41.02639651298523
73,0.0008002504633719367,6.721556731205304e-07,869,45.36241602897644,4.947812306716515e-07,1744683836.024865,1.773744424488789e-07,44.94751048088074
74,0.0007506463855159864,4.839165832301593e-07,956,49.67123484611511,3.076477638105503e-07,1744683840.3336837,1.7626881941960906e-07,49.25633263587952
75,0.0007267882319280292,4.233690153757468e-07,1052,54.43653464317322,3.332650409477664e-07,1744683845.0989835,9.010397442798039e-08,54.02165770530701
76,0.0007158641440307523,5.870876814759843e-07,1157,59.64693331718445,4.802370567101797e-07,1744683850.3093822,1.0685062476580464e-07,59.232051610946655
77,0.0006874978467211092,6.77894499830628e-07,1272,65.34930658340454,5.312267779448594e-07,1744683856.0117555,1.4666772188576863e-07,64.93434715270996
78,0.0006639749328497713,2.9204986078862255e-07,1400,71.70223951339722,2.1929190397408235e-07,1744683862.3646884,7.275795681454019e-08,71.28711342811584
79,0.0006484955385373418,2.989796465806277e-07,1539,78.60265231132507,2.2463373861289396e-07,1744683869.2651012,7.434590796773376e-08,78.18768906593323
80,0.0006070115604067538,4.2474468624875715e-07,1693,86.2344388961792,3.5672330216688793e-07,1744683876.8968878,6.802138408186922e-08,85.81954050064087
81,0.0006056953540678271,4.1834396687933763e-07,1863,94.65525794029236,3.76029276282383e-07,1744683885.3177068,4.2314690596954655e-08,94.24032998085022
82,0.0005474408069155813,3.143855223746353e-07,2049,103.87718343734741,2.626205715835927e-07,1744683894.5396323,5.176495079104264e-08,103.4622893333435
83,0.0005225162601882143,2.4350737786312864e-07,2254,114.03242683410645,1.8757051639976387e-07,1744683904.6948757,5.593686146336477e-08,113.61725974082947
84,0.0005436890845001252,2.5630955412757403e-07,2479,125.20052933692932,2.39473504604867e-07,1744683915.8629782,1.6836049522707038e-08,124.78559875488281
85,0.0004909839425208881,3.2096098396653596e-07,2727,137.49638891220093,2.8866341742545565e-07,1744683928.1588378,3.229756654108031e-08,137.08148097991943
86,0.0004762927161535881,1.9309767882344625e-07,3000,151.03198885917664,1.668065347185025e-07,1744683941.6944377,2.6291144104943762e-08,150.61705422401428
87,0.0004604850599138704,2.2286883829767089e-07,3299,165.85507893562317,2.0427031794208013e-07,1744683956.5175278,1.8598520355590763e-08,165.44001650810242
88,0.000442695568074359,1.731135292540914e-07,3629,182.21726179122925,1.4320024524954297e-07,1744683972.8797107,2.991328400454841e-08,181.80233907699585
89,0.00041718498640029393,1.8652849343250164e-07,3992,200.23037362098694,1.5640516737470305e-07,1744683990.8928225,3.0123326057798586e-08,199.81520414352417
90,0.0004164749910464559,1.850174024382381e-07,4391,219.94812178611755,1.5854256497572335e-07,1744684010.6105707,2.647483746251473e-08,219.53319716453552
91,0.00040222370026996425,1.5000832879301819e-07,4831,241.72386121749878,1.265610315553301e-07,1744684032.38631,2.344729723768809e-08,241.3087809085846
92,0.00038214109601827163,1.7054426830471175e-07,5314,265.64548540115356,1.5652174440938704e-07,1744684056.3079343,1.4022523895324704e-08,265.23055148124695
93,0.0003690148278098849,1.926157471141063e-07,5845,291.95766019821167,1.695206485799802e-07,1744684082.620109,2.309509853412609e-08,291.54252886772156
94,0.00035044585314752914,9.894238413381578e-08,6429,320.90741086006165,5.784205589327304e-08,1744684111.5698597,4.110032824054273e-08,320.49242973327637
95,0.0003010642772254237,6.468977617367216e-08,7072,352.8098440170288,5.54468265469491e-08,1744684143.472293,9.242949626723058e-09,352.3947241306305
96,0.00030452892940742844,1.0538260145298486e-07,7779,387.90357732772827,8.134137551146585e-08,1744684178.5660262,2.404122594151901e-08,387.4884030818939
97,0.0002865001567622113,9.740141299725411e-08,8557,426.46131205558777,8.103448020281742e-08,1744684217.123761,1.6366932794436686e-08,426.04613971710205
98,0.000274914934483203,8.028294723454251e-08,9413,468.86167430877686,7.127137674363633e-08,1744684259.5241232,9.011570490906182e-09,468.4465124607086
99,0.00026980651442273405,7.379310552306716e-08,10354,515.4234218597412,6.57178560762206e-08,1744684306.0858707,8.075249446846553e-09,515.0081984996796
100,0.0002492648509985839,5.984863954414209e-08,11389,566.4775524139404,5.3717819668548385e-08,1744684357.1400013,6.1308198755936995e-09,566.0624024868011
101,0.0002436435400759003,6.133856716474618e-08,12528,622.6445872783661,4.100163399490352e-08,1744684413.3070362,2.0336933169842663e-08,622.2294466495514
102,0.0002386071637503192,4.252466666148597e-08,13781,684.4403867721558,3.60229345644916e-08,1744684475.1028357,6.5017320969943754e-09,684.0252552032471
103,0.00022015411781047537,4.590736252638514e-08,15159,752.3903017044067,4.121419187624089e-08,1744684543.0527506,4.693170650144253e-09,751.9751348495483
104,0.00020389218527441246,4.583680797085307e-08,16675,827.165275812149,3.870300444747112e-08,1744684617.8277247,7.133803523381946e-09,826.7500903606415
105,0.00020306393099437354,4.240127624190755e-08,18342,909.3872017860413,3.821292868493441e-08,1744684700.0496507,4.188347556973143e-09,908.9720551967621
106,0.00018519506344977728,2.2479373948995063e-08,20177,999.8654880523682,1.779865488428872e-08,1744684790.527937,4.680719064706342e-09,999.4501791000366
107,0.00017984521340132413,3.4965812425316766e-08,22194,1099.9596927165985,2.6582163296434203e-08,1744684890.6221416,8.383649128882566e-09,1099.5445284843445
108,0.00017422738052442566,2.6467954637585675e-08,24414,1209.6479618549347,2.0552238268504406e-08,1744685000.3104107,5.915716369081271e-09,1209.2326166629791
109,0.00015528044247919339,3.0256693911986e-08,26855,1330.1354804039001,2.5349955762117415e-08,1744685120.7979293,4.906738149868582e-09,1329.7203249931335
110,0.00015126736780725396,3.4547450161220495e-08,29540,1462.6994650363922,2.913853438998383e-08,1744685253.361914,5.408915771236666e-09,1462.2842638492584
111,0.00013702530423266018,1.9353132658470152e-08,32494,1608.892609834671,1.6505196958119943e-08,1744685399.5550587,2.8479357003502095e-09,1608.4774219989777
112,0.0001359139058157458,1.3676762162084705e-08,35744,1769.9531574249268,1.2132160297489678e-08,1744685560.6156063,1.5446018645950278e-09,1769.5379989147186
113,0.00012435790635051308,1.4352724027054921e-08,39318,1947.1480906009674,1.0743876830595426e-08,1744685737.8105395,3.6088471964594944e-09,1946.7326407432556
114,0.00010712045368458722,1.2070636426610269e-08,43250,2142.065288543701,9.892166413722973e-09,1744685932.7277374,2.1784700128872963e-09,2141.6501471996307
115,0.0001060447152235451,1.5303718614637367e-08,47575,2356.6563379764557,1.3364593134294417e-08,1744686147.3187869,1.9391254803429485e-09,2356.241180419922
116,0.00010962465395902423,1.398663471790672e-08,52332,2591.663940191269,1.1907317067620115e-08,1744686382.326389,2.079317650286606e-09,2591.248795747757
117,9.747378587257877e-05,1.0854431194643828e-08,57566,2850.4059631824493,8.403322515969408e-09,1744686641.068412,2.45110867867442e-09,2849.9907598495483
118,0.00010056217473472742,9.882029343332422e-09,63322,3135.6029222011566,8.642889880189017e-09,1744686926.265371,1.2391394631434038e-09,3135.187803506851
119,8.540799732779628e-05,9.654866425013402e-09,69654,3449.113207578659,8.508219723788765e-09,1744687239.7756565,1.1466467012246375e-09,3448.6980543136597
120,8.183745331381273e-05,4.335555842517525e-09,76620,3794.427579164505,3.5035551139901954e-09,1744687585.090028,8.320007285273295e-10,3794.011560201645
121,8.436485027724018e-05,6.96782452100423e-09,84281,4172.778380393982,5.4570080003574816e-09,1744687963.4408293,1.510816520646749e-09,4172.363144159317
122,7.592976143173399e-05,4.92313446426646e-09,92710,4590.789835453033,4.303564125153306e-09,1744688381.4522843,6.195703391131538e-10,4590.374699354172
123,7.175952164120353e-05,3.804961515714487e-09,101980,5049.986701250076,2.6806901420545595e-09,1744688840.6491501,1.1242713736599278e-09,5049.571541070938
124,6.681357440759436e-05,7.274239270847678e-09,112178,5555.248562335968,6.14920683289497e-09,1744689345.9110112,1.1250324379527082e-09,5554.833411693573
125,6.814492129829218e-05,8.088509904645137e-09,123396,6110.055353164673,7.716860319337156e-09,1744689900.717802,3.7164958530798143e-10,6109.640148639679
126,6.145726201738665e-05,3.61256444098057e-09,135736,6722.628200531006,3.049344600249591e-09,1744690513.2906494,5.632198407309792e-10,6722.213011264801
127,6.461874750722734e-05,3.6245333207387583e-09,141337,7000.436809062958,2.999429234359985e-09,1744690791.099258,6.251040863787734e-10,7000.021554231644
